Branch,Percentage_10th,Percentage_12th,Career_Goal,Course Type,Skills,Category,Title
ECE,85,95,iot developer,Course,react javascript libraryreactapplication developmentmobile development,Computer Science,React Native
CSIT,85,85,devops engineer,Course,variable pricingmarketinghospital managementhotel management,Business,International Hospitality & Healthcare Services Marketing
IT,85,85,cloud engineer,Course,cloud nativedevopsiaas paas saashybrid multicloudcloud computing,Information Technology,Introduction to Cloud Computing
ECE,75,95,signal processing engineer,Specialization,image segmentation matlab object detection image processing video processing region analysis image filtering,Physical Science and Engineering,Image Processing for Engineering and Science Specialization
ECE,85,85,iot developer,Course,familiarise with the essentials of market researchidentify and formulate the research needsunderstand the research processreflect on the development of the research proposal,Business,Introduction to Market Research
CS,85,95,data scientist,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,Data Science with Databricks for Data Analysts Specialization
CSIT,85,85,devops engineer,Course,machine learninglinear equationeigenvalues and eigenvectorslinear algebradeterminants,Computer Science,Linear Algebra for Machine Learning and Data Science
CSIT,75,75,software engineer,Course,data sciencedeep learningmachine learningbig datadata mining,Data Science,What is Data Science? 
CS,85,95,data scientist,Course,data visualization softwaretableau softwaredata virtualizationdata visualization dataviz,Data Science,Data Visualization
CS,85,75,cybersecurity analyst,Course,pharmacy healthcare organization operationspublic health and wellness healthcare organization operationsmedical healthcare organization operationshealthcare administrationdental healthcare organization operations,Health,Health Care Delivery in Healthcare Organizations
CSIT,85,85,web developer,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,React Basics
MCA,85,65,data analyst,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,Applied Data Science with Python Specialization
CSIT,85,85,devops engineer,Specialization,digital marketing marketing pricing strategies marketing mix product strategies data collection analytics data analysis data visualization dataviz marketing analytics marketing performance marketing channel,Business,Digital Marketing Specialization
ECE,75,75,iot developer,Course,devopsnosqlgit softwarecloud infrastructurejson,Computer Science,Developing Cloud Native Applications
CSME,85,75,ai in manufacturing,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,Data Visualization with R
CS,85,95,cybersecurity analyst,Specialization,security management network security risk management security governance computer security incident management security vulnerabilities and treatments threats to cybersecurity cybersecurity terminology cybersecurity program elements cybersecurity planning cybersecurity performance measurement risk identification,Information Technology,Managing Cybersecurity Specialization
EN,85,85,power systems engineer,Specialization,creating links to files and directories updating packages managing linux file systems filtering text files applying permissions cybersecurity information technology linux virtual machine version control hypervisor use case,Computer Science,Learning Linux for LFCA Certification Specialization
MCA,65,50,data analyst,Course,data sciencespreadsheetmicrosoft exceldata analysisdata visualization dataviz,Data Science,Introduction to Data Analytics
CSME,85,85,product design engineer,Specialization,web development cascading style sheets css html javascript responsive web design web design web accessibility html style sheets document object model dom bootstrap frontend framework,Computer Science,Web Design for Everybody: Basics of Web Development & Coding Specialization
ECE,85,75,signal processing engineer,Course,statisticsdata analysispython programmingdata visualization dataviz,Data Science,Understanding and Visualizing Data with Python
IT,75,75,data analyst,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,Applied Data Science with R Specialization
MCA,75,65,web developer,Specialization,web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,Computer Science,Meta React Native Specialization
CSAI,85,85,robotics engineer,Course,derivativesswaps and optionsfixed incomebinomial distributionblack scholes model,Business,Introduction to Financial Engineering and Risk Management
CS,85,95,software engineer,Course,data sciencedeep learningmachine learningbig datadata mining,Data Science,What is Data Science? 
CSIT,75,75,software engineer,Course,software testingunit testingandroid software developmentjunit,Computer Science,Engineering Maintainable Android Apps
CSIT,85,85,web developer,Course,web applicationpython programmingjupyter notebookscloudhosted notebookscommandline interface,Information Technology,Web Applications and Command-Line Tools for Data Engineering
ECE,85,75,signal processing engineer,Course,simulationmathematical optimizationsolverdecision tree,Business,Operations Analytics
CS,85,85,machine learning engineer,Specialization,data clustering algorithms machine learning classification algorithms decision tree python programming machine learning concepts deep learning linear regression ridge regression lasso statistics regression analysis logistic regression,Data Science,Machine Learning Specialization
CSIT,85,75,web developer,Course,confidence intervalstatistical hypothesis testingp valuessampling,Health,Hypothesis Testing in Public Health 
CS,85,95,data scientist,Course,statisticsr programmingrstudioexploratory data analysis,Data Science,Introduction to Probability and Data with R
CS,85,85,cybersecurity analyst,Course,tensorflowbigquerygoogle cloud platformcloud computing,Data Science,Google Cloud Big Data and Machine Learning Fundamentals
CSIT,85,85,data scientist,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,Excel Skills for Data Analytics and Visualization Specialization
ECE,75,75,iot developer,Specialization,python programming device programming raspberry pi machine learning internet internet of things iot wireless front and back ends service discovery,Computer Science,Hands-on Internet of Things Specialization
ECE,85,85,embedded systems engineer,Specialization,biology molecular biology dynamical systems matlab,Health,Systems Biology and Biotechnology Specialization
CS,85,85,data scientist,Specialization,storyboarding map tableau software data visualization dataviz data virtualization visualization computer graphics data analysis visual analytics interactive visualization,Data Science,Data Visualization with Tableau Specialization
CSIT,85,85,data scientist,Course,data sciencemachine learningdatabricks,Data Science,Applied Data Science for Data Analysts
CS,65,65,machine learning engineer,Specialization,data science digital transformation artificial intelligence ai business strategy cloud computing deep learning jobs machine learning strategy swot analysis value proposition competitiveness,Data Science,IBM & Darden Digital Strategy Specialization
CS,65,65,machine learning engineer,Course,reinforcement learning model developmentreinforcement learning trading algorithm optimizationreinforcement learning trading strategy developmentreinforcement learning trading algo development,Data Science,Reinforcement Learning for Trading Strategies
ECE,85,75,signal processing engineer,Specialization,credit technology cryptocurrency smart investing blockchain payment systems processing payments payment processing payment technology value propositions decentralization algorithms consensus algorithms blockchain as a business solution,Business,Financial Technology (Fintech) Innovations Specialization
CSIT,85,75,web developer,Course,patient caresystems thinkingquality improvement,Health,Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I)
CS,85,95,data scientist,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,Applied Data Science with Python Specialization
CSIT,75,75,software engineer,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,Introduction to Artificial Intelligence (AI)
ECE,85,85,vlsi engineer,Course,data sciencedeep learningmachine learningbig datadata mining,Data Science,What is Data Science? 
CS,85,85,cybersecurity analyst,Course,promotion and marketing communicationsfood marketingmarketingbrand management,Business,Food & Beverage Management
CSIT,85,85,web developer,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,React Basics
CS,85,85,software engineer,Course,software metricagile software developmentsoftware project managementsoftware metrics,Computer Science,Reviews & Metrics for Software Improvements
CSIT,85,85,web developer,Professional Certificate,microsoft excelrelational databases rdbmsr programmingdata analysisdata visualization dataviz,Data Science,IBM Data Analytics with Excel and R Professional Certificate
CSIT,75,75,software engineer,Specialization,data structure hash table java programming objectoriented programming oop algorithms problem solving string computer science cryptography logic programming sorting algorithm trees data structures linked list,Computer Science,Object Oriented Programming in Java Specialization
CSIT,85,85,data scientist,Course,data sciencemachine learningdatabricks,Data Science,Applied Data Science for Data Analysts
MCA,85,65,data analyst,Course,data sciencepython librariespython programmingdata analysisdata visualization dataviz,Data Science,Data Analysis Using Python
CSIT,85,95,devops engineer,Course,cloud databasespython programmingjupyter notebooksrelational database management system rdbmssql,Data Science,Databases and SQL for Data Science with Python
CS,85,95,data scientist,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,Data Visualization with R
IT,75,75,data analyst,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,"Python for Data Science, AI & Development"
CSIT,85,85,data scientist,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,Exploratory Data Analysis
CS,85,85,machine learning engineer,Course,python programmingmachine learning conceptsmachine learningdeep learning,Data Science,Machine Learning Foundations: A Case Study Approach
ECE,85,75,signal processing engineer,Course,adobe photoshopadobe indesigngraphicscolor theory,Arts and Humanities,Brand New Brand
CS,85,95,data scientist,Course,data visualization softwaretableau softwaredata virtualizationdata visualization dataviz,Data Science,Data Visualization
CSIT,85,85,data scientist,Course,statisticsr programmingrstudioexploratory data analysis,Data Science,Introduction to Probability and Data with R
ECE,75,75,iot developer,Course,distribution strategiescustom training loopsbasic tensor functionalitygradienttape for optimization,Data Science,Custom and Distributed Training with TensorFlow
IT,85,85,cloud engineer,Specialization,aws identity and access management networking on aws aws management console cloud computing aws security aws information privacy cloud management security cloud applications aws lambda amazon lex,Information Technology,AWS Fundamentals Specialization
CS,85,85,data scientist,Course,data scienceethicsalgorithmsprivacyphilosophy,Data Science,Ethical Issues in Data Science
EN,75,75,control systems engineer,Specialization,visual communication branding communication graphic design art history typography creativity graphics design theory color theory adobe illustrator history adobe indesign,Arts and Humanities,Graphic Design Specialization
CS,65,65,machine learning engineer,Specialization,education online learning,Language Learning,"TESOL Certificate, Part 1: Teach English Now! Specialization"
CS,85,85,cybersecurity analyst,Course,biologyentomologyscienceecology,Health,Bugs 101: Insect-Human Interactions
ECE,85,75,signal processing engineer,Specialization,optical system specification optimization of optical systems optical design,Physical Science and Engineering,Optical Engineering Specialization
ECE,85,85,signal processing engineer,Specialization,image segmentation matlab object detection image processing video processing region analysis image filtering,Physical Science and Engineering,Image Processing for Engineering and Science Specialization
IT,85,85,cloud engineer,Specialization,debugging google cloud platform cloud storage application development cloud computing google compute engine google app engine gae data store application programming interfaces api cloud functions identity management idm cloud endpoints,Computer Science,Developing Applications with Google Cloud Specialization
CSIT,85,85,devops engineer,Course,data collectionepidemiologysurveillancedisease surveillance,Health,Surveillance Systems: The Building Blocks
CSIT,85,85,data scientist,Course,data analysiscommunicationinterpretationexploratory data analysis,Business,Managing Data Analysis
CSIT,85,85,web developer,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,React Basics
ECE,75,75,iot developer,Course,data managementspreadsheetmicrosoft excelproblem solvingreal world,Computer Science,"Everyday Excel, Part 1"
CS,75,75,software engineer,Course,data managementdistributed file systemscloud storagebig datasql,Data Science,Managing Big Data in Clusters and Cloud Storage
CS,85,75,cybersecurity analyst,Course,immunologytumour immunityautoimmunityinfectious diseases,Health,Immunology: Immune Failures and Cancer Immunology
IT,85,85,software engineer,Course,data sciencemethodologycrispdmdata analysisdata mining,Data Science,Data Science Methodology
CS,85,75,machine learning engineer,Specialization,data science artificial intelligence ai information technology it architecture data architecture leadership deep learning jobs machine learning big data data mining management analytics,Data Science,IBM AI Foundations for Business Specialization
CS,85,95,software engineer,Course,data analysissimulationbusiness analyticsmathematical optimization,Data Science,Business Analytics for Decision Making
CSME,85,85,product design engineer,Course,user experience uxusability testingux researchprototypeuser experience design uxd,Computer Science,Conduct UX Research and Test Early Concepts
ECE,85,75,signal processing engineer,Course,video game developmentunitygame designtechnologygame making,Computer Science,Game Design and Development 5: Capstone Project
CSME,85,75,automation engineer,Course,agile software developmentlinuxembedded systems,Computer Science,Linux Embedded System Topics and Projects
IT,85,85,cloud engineer,Specialization,cloud platforms cloud api machine learning cloud databases cloud computing github devops,Information Technology,Building Cloud Computing Solutions at Scale Specialization
ECE,85,85,iot developer,Specialization,cascading style sheets css html javascript sql django web framework hypertext transfer protocol http django template language get post objectoriented programming oop crosssite scripting forgery csrf user authentication sessions and cookies,Computer Science,Django for Everybody Specialization
CSIT,85,85,devops engineer,Course,critical thinkingdecisionmakingproblem solvingbrainstorming,Business,Critical Thinking Skills for the Professional
IT,85,85,cloud engineer,Specialization,data management cloud integration data security automation cloud computing,Business,Salesforce Fundamentals Specialization
ECE,75,95,signal processing engineer,Course,artificial intelligence aimachine learningreinforcement learningfunction approximationintelligent systems,Data Science,Fundamentals of Reinforcement Learning
IT,75,85,software engineer,Course,data sciencedata analysismachine learning,Data Science,Data Science Fundamentals for Data Analysts
CS,85,85,software engineer,Specialization,software development process algorithms software engineering c programming computer programming programming language concepts problem solving compiler debugging,Computer Science,Introductory C Programming Specialization
CS,85,95,data scientist,Course,data sciencedata analysismachine learning,Data Science,Data Science Fundamentals for Data Analysts
CS,85,85,cybersecurity analyst,Course,data analysismicrosoft exceldata cleansing,Business,Excel Fundamentals for Data Analysis
CS,75,75,software engineer,Course,data sciencemethodologycrispdmdata analysisdata mining,Data Science,Data Science Methodology
IT,75,85,software engineer,Specialization,data science relational database management system rdbms cloud databases python programming sql deep learning machine learning big data data mining github jupyter notebooks rstudio,Data Science,Introduction to Data Science Specialization
MCA,75,65,software developer,Professional Certificate,database dbmscontainerspython programmingmicroservicesbackend development,Computer Science,IBM Back-End Development Professional Certificate
CSAI,85,85,robotics engineer,Course,electronic circuitsphysicsforce fieldsproblem solvingelectrical engineering,Physical Science and Engineering, Physics 102  - Magnetic Fields and Faraday's Law
ECE,85,75,signal processing engineer,Course,foresightcreativitystrategic planninginnovationleadership,Business,Urgent Optimism: How to Turn Foresight into Action
CSIT,85,85,web developer,Professional Certificate,testdriven developmentcicdbehaviordriven developmentdevopscloud nativeiaas paas saashybrid multicloudcloud computingagile software developmentscrum methodologyzenhubkanbansprint planningbasic programming conceptscareers in software engineeringprogramming languages and frameworksthe software development lifecycle sdlcsoftware architectureshell scriptbash unix shelllinuxdistributed version control drcsopen sourceversion control systemsgithubgit softwaredata sciencepython programmingdata analysispandasnumpyartificial intelligence aiweb applicationapplication developmentflaskkubernetesdockercontainersopenshiftswaggerserverlessmicroservicesrepresentational state transfer restibm code enginetest casesoftware testingautomated testingcontinuous integrationcontinuous developmentautomationinfrastructure as codeopen web application security project owaspobservabilitysecuritymonitoringloggingagile,Computer Science,IBM DevOps and Software Engineering Professional Certificate
CS,85,95,cybersecurity analyst,Course,project managementscope project managementcommunicationwork breakdown structure,Business,Project Launch
IT,75,85,software engineer,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,"Python for Data Science, AI & Development"
CS,85,85,ai engineer,Specialization,data science deep learning artificial intelligence ai machine learning watson computer jobs application programming interfaces api watson,Data Science,AI Foundations for Everyone Specialization
CS,85,95,data scientist,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,Applied Data Science with R Specialization
CS,65,65,machine learning engineer,Specialization,data science deep learning artificial intelligence ai machine learning watson computer jobs application programming interfaces api watson,Data Science,AI Foundations for Everyone Specialization
CS,85,75,machine learning engineer,Specialization,machine learning tensorflow advanced deployment object detection javascript convolutional neural network tensorflowjs tensorflow lite mathematical optimization artificial neural network extraction transformation and loading etl data pipelines,Data Science,TensorFlow: Data and Deployment Specialization
CSIT,75,75,software engineer,Course,python programmingtableau softwaredata visualization datavizeffective communicationexploratory data analysis,Data Science,Go Beyond the Numbers: Translate Data into Insights
ECE,85,75,signal processing engineer,Course,create read update and deletedata analysismysqlrelational database management system rdbmssql,Data Science,SQL: A Practical Introduction for Querying Databases
CSIT,75,75,software engineer,Specialization,software development process algorithms software engineering c programming computer programming programming language concepts problem solving compiler debugging,Computer Science,Introductory C Programming Specialization
ECE,85,75,signal processing engineer,Course,run basic analyses in rr programmingunderstand common data distributions and types of variablesformulate a scientific hypothesis,Health,Introduction to Statistics & Data Analysis in Public Health
CS,85,85,software engineer,Course,data scienceartificial neural networkmachine learningpredictive analyticsmodeling,Data Science,Machine Learning Foundations for Product Managers
ECE,85,75,signal processing engineer,Course,documentsmicrosoft word,Information Technology,Work Smarter with Microsoft Word
MCA,75,65,software developer,Specialization,github machine learning r programming regression analysis data science rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,Data Science Specialization
IT,85,75,data analyst,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,Applied Data Science with Python Specialization
CSIT,85,85,web developer,Professional Certificate,ios app developmentapplication developmentmobile developmentlinuxweb developmentbash unix shellgithubversion controlswift programmingweb designfrontend web developmentuser experience uxaccessibilityuse navigation in your appsjsonapiscore data create simple javascript code create and manipulate objects and arrays write unit testing using jestweb applicationreact web frameworkreact javascript libraryreactsoftware architectureui developmentdata managementpseudocodealgorithmscommunicationdata structurecomputer science,Computer Science,Meta iOS Developer Professional Certificate
CSAI,85,85,robotics engineer,Course,algorithmspython programmingalgorithmic efficiencydynamic programming,Computer Science,Algorithmic Thinking (Part 2)
CSIT,85,85,web developer,Course,python programmingdatabase dbmssqlitesql,Computer Science,Using Databases with Python
CSIT,85,85,devops engineer,Course,business modelenvironmental policybusiness analysismaterial designpolicy analysis,Physical Science and Engineering,Circular Economy - Sustainable Materials Management
CSIT,85,85,data scientist,Specialization,data collection cluster sampling r programming missing data data quality data analysis data generating process,Data Science,Survey Data Collection and Analytics  Specialization
CSIT,85,85,devops engineer,Course,cascading style sheets csshtmlgit softwarejavascriptcloud applications,Computer Science,"Introduction to Web Development with HTML, CSS, JavaScript"
ECE,85,85,vlsi engineer,Course,google compute enginegoogle app engine gaegoogle cloud platformcloud computing,Information Technology,Google Cloud Fundamentals: Core Infrastructure
EN,75,75,control systems engineer,Course,linuxembedded systems engineeringc programmingshell scriptelectrical engineering,Computer Science,Linux System Programming and Introduction to Buildroot
IT,85,85,web developer,Course,immunologytumour immunityautoimmunityinfectious diseases,Health,Immunology: Immune System and Infectious Diseases
ECE,75,75,iot developer,Specialization,debugging google cloud platform cloud storage application development cloud computing google compute engine google app engine gae data store application programming interfaces api cloud functions identity management idm cloud endpoints,Computer Science,Developing Applications with Google Cloud Specialization
ECE,75,95,signal processing engineer,Course,natural language toolkit nltktext miningpython programmingnatural language processing,Data Science,Applied Text Mining in Python
CSME,85,85,product design engineer,Specialization,computeraided design cad autodesk manufacturing processes sustainable design mechanical design d modeling autocad,Physical Science and Engineering,CAD and Digital Manufacturing Specialization
IT,85,85,software engineer,Course,data scienceartificial neural networkmachine learningpredictive analyticsmodeling,Data Science,Machine Learning Foundations for Product Managers
CS,85,85,software engineer,Course,software testingunit testingandroid software developmentjunit,Computer Science,Engineering Maintainable Android Apps
ECE,85,75,signal processing engineer,Specialization,credit technology cryptocurrency smart investing blockchain payment systems processing payments payment processing payment technology value propositions decentralization algorithms consensus algorithms blockchain as a business solution,Business,Financial Technology (Fintech) Innovations Specialization
EN,75,75,control systems engineer,Course,art historyarthistorycolor theory,Arts and Humanities,In the Studio: Postwar Abstract Painting
CSIT,75,85,devops engineer,Professional Certificate,pesquisa de uxdesign de experiência do usuário uxdwireframeprototipoexperiência do usuário uxtestagem de usabilidademaquetefigmaadobe xdempregos em design de ux,Computer Science,Google UX Design (PT) Professional Certificate
CSIT,85,85,devops engineer,Specialization,collaborative working environment blockchain database open collaboration access structure object binding alcatel business communications centurylink base address,Computer Science,Blockchain Revolution in Financial Services Specialization
ECE,85,85,vlsi engineer,Course,cudapython programmingthread computingc,Computer Science,Introduction to Concurrent Programming with GPUs
IT,75,85,web developer,Specialization,pricing communication product management marketing customer experience brand engagement product strategy brand architecture brand and product management psychology price discrimination pricing strategies,Business,Marketing Mix Implementation Specialization
CS,85,85,data scientist,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,Data Science with Databricks for Data Analysts Specialization
CSIT,85,85,devops engineer,Specialization,google compute engine google app engine gae google cloud platform cloud computing,Information Technology,Networking in Google Cloud Specialization
EN,85,85,power systems engineer,Course,presenting data insightstableau softwaredata visualization datavizeffective communicationdashboarding and reporting,Data Science,"Decisions, Decisions: Dashboards and Reports"
CSME,85,85,automation engineer,Course,agile software developmentlinuxembedded systems,Computer Science,Linux Embedded System Topics and Projects
ECE,85,95,signal processing engineer,Course,competitor pricing modelspricing strategiespricing to competitionprice discriminationmarket segmentation,Business,Market and Competition in Pricing Strategy
IT,85,85,web developer,Specialization,data science internet of things iot deep learning apache spark statistics machine learning long shortterm memory istm,Data Science,Advanced Data Science with IBM Specialization
IT,85,75,data analyst,Course,data analysistableau softwaredata visualization datavizvisualization computer graphics,Data Science,Data Visualization and Communication with Tableau
CSIT,85,85,web developer,Course,nutritioninternational lawhumanitarianpublic health,Social Sciences,Public Health in Humanitarian Crises 1
MCA,65,50,web developer,Specialization,data science relational database management system rdbms cloud databases python programming sql deep learning machine learning big data data mining github jupyter notebooks rstudio,Data Science,Introduction to Data Science Specialization
MCA,65,50,web developer,Course,video postproductionvideo editingvideo productionediting,Personal Development,Bring Your Story to Life – Video Post-Production
IT,75,75,data analyst,Course,data analysismysqlteradatasql,Data Science,Managing Big Data with MySQL
EN,85,85,power systems engineer,Course,processing paymentspayment processingpayment technologyvalue propositionspayment systems,Business,The Future of Payment Technologies
EN,85,85,power systems engineer,Specialization,fashion design fashion systems sustainability holistic product lifecyle retail management systems thinking product life cycles usercentered design research and development rd trend analysis ethical design and production collaboration,Business,Transforming the Fashion Business Specialization
CSAI,85,95,robotics engineer,Course,computer programmingproblem solvingmatlabprogramming language,Computer Science,Introduction to Programming with MATLAB
CSME,85,85,automation engineer,Course,artificial intelligence aimachine learningreinforcement learningfunction approximationintelligent systems,Data Science,A Complete Reinforcement Learning System (Capstone)
CSIT,85,85,data scientist,Specialization,data clustering algorithms text mining data visualization dataviz data mining data visualization software tableau software data virtualization information retrieval ir document retrieval machine learning recommender systems probabilistic models,Data Science,Data Mining  Specialization
CSME,85,85,product design engineer,Specialization,hypothesisdriven development design thinking user experience ux agile lean startup agile user stories user experience design uxd agile software development product management software development usability testing continuous delivery,Computer Science,Agile Development Specialization
ECE,85,75,signal processing engineer,Specialization,statistics statistical inference r programming qualitative research confidence interval statistical hypothesis testing regression analysis analysis of variance anova,Social Sciences,Methods and Statistics in Social Sciences Specialization
CS,75,85,data scientist,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,"Python for Data Science, AI & Development"
ECE,85,75,signal processing engineer,Course,dashboards and chartsdashpython programmingmatplotlibdata visualization dataviz,Data Science,Data Visualization with Python
ECE,85,85,iot developer,Specialization,machine learning gpu parallel computing image processing c cuda python programming thread computing algorithms cc nvidia data science,Computer Science,GPU Programming Specialization
EN,75,75,control systems engineer,Course,anatomyradiographymedicinehuman anatomy,Health,Visualizing the Living Body: Diagnostic Imaging
CSIT,85,85,devops engineer,Specialization,data science artificial intelligence ai business cloud computing technology cloud native devops iaas paas saas hybrid multicloud deep learning jobs machine learning,Business,Key Technologies for Business Specialization
ECE,85,95,signal processing engineer,Course,logic programmingandroid studiojava programmingobjectoriented programming oop,Computer Science,Java for Android
MCA,65,50,web developer,Course,distributed version control drcsopen sourceversion control systemsgithubgit software,Computer Science,Getting Started with Git and GitHub
CSAI,85,85,robotics engineer,Specialization,artificial intelligence ai machine learning management analytics fraud prevention,Business,AI For Business Specialization
CSIT,85,85,web developer,Professional Certificate,testdriven developmentcicdbehaviordriven developmentdevopscloud nativeiaas paas saashybrid multicloudcloud computingagile software developmentscrum methodologyzenhubkanbansprint planningbasic programming conceptscareers in software engineeringprogramming languages and frameworksthe software development lifecycle sdlcsoftware architectureshell scriptbash unix shelllinuxdistributed version control drcsopen sourceversion control systemsgithubgit softwaredata sciencepython programmingdata analysispandasnumpyartificial intelligence aiweb applicationapplication developmentflaskkubernetesdockercontainersopenshiftswaggerserverlessmicroservicesrepresentational state transfer restibm code enginetest casesoftware testingautomated testingcontinuous integrationcontinuous developmentautomationinfrastructure as codeopen web application security project owaspobservabilitysecuritymonitoringloggingagile,Computer Science,IBM DevOps and Software Engineering Professional Certificate
MCA,65,50,data analyst,Course,data scienceartificial neural networkmachine learningpredictive analyticsmodeling,Data Science,Machine Learning Foundations for Product Managers
MCA,50,50,data analyst,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,Excel Skills for Data Analytics and Visualization Specialization
IT,85,85,cloud engineer,Course,google compute enginevirtual machinenetwork architecturegoogle cloud platform,Information Technology,Essential Google Cloud Infrastructure: Foundation
CS,85,75,machine learning engineer,Course,reinforcement learning model developmentreinforcement learning trading algorithm optimizationreinforcement learning trading strategy developmentreinforcement learning trading algo development,Data Science,Reinforcement Learning for Trading Strategies
CS,85,95,cybersecurity analyst,Specialization,data analysis supply chain business intelligence demand and supply planning job intelligence management consulting benchmarking competitive analysis model selection validation improvement regression analysis demand planning and forecasting data visualization dataviz,Business,Supply Chain Analytics Specialization
ECE,85,85,embedded systems engineer,Course,probabilistic neural networkdeep learninggenerative modeltensorflowprobabilistic programming language prpl,Data Science,Probabilistic Deep Learning with TensorFlow 2
CSIT,85,85,devops engineer,Course,strategyaccountingdata analysisbig datainnovation,Business,Infonomics II: Business Information Management and Measurement
CSIT,85,95,web developer,Professional Certificate,cloud hostingapplication programming interfaces apipython programmingcomputer programmingdjango web frameworklinuxweb developmentbash unix shellgithubversion controlmysqldatabase dbmsdatabase administrationbuild a data modeldesign a web applicationdebuggingauthentication and authorizationrest apisfiltering and orderingserializers and deserializerscascading style sheets csshtmlproduction environmentsjavascriptapi endpointspseudocodealgorithmscommunicationdata structurecomputer science,Computer Science,Meta Back-End Developer Professional Certificate
ECE,85,75,signal processing engineer,Course,how to identify sustainably caught or farmed fish and seafoodhow to choose more sustainably raised meat and chicken when shopping at the supermarket if you eat these foodshow to navigate the egg section understanding terms like free range and pasture raisedhow to reduce food wastehow you can alter your consumption of protein to optimize your health and the health of the environment,Health,Introduction to Food and Our Environment
ECE,75,75,iot developer,Course,strategic managementleadershipmanagementbusiness strategy,Business,Strategic Leadership and Management Capstone
MCA,75,65,web developer,Course,task managementmanagementplanningplan,Business,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity"
ECE,85,85,signal processing engineer,Course,data managementdatabase dbmsnosqlmicrosoft azuresql,Information Technology,Microsoft Azure SQL
IT,85,75,data analyst,Course,data analysistableau softwaredata virtualizationdata visualization dataviz,Data Science,Essential Design Principles for Tableau
CSIT,85,75,web developer,Course,computeraided design cadcomputeraided manufacturingdesign for manufacturingcammechanical engineering,Physical Science and Engineering,CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360
CSIT,85,85,data scientist,Course,statistical data bias detectionmulticlass classification with fasttext and blazingtextdata ingestionexploratory data analysisautomated machine learning automl,Data Science,Analyze Datasets and Train ML Models using AutoML
CS,85,95,data scientist,Course,data sciencer programmingdata visualization datavizlinear regressionexploratory data analysis,Data Science,Data Science with R - Capstone Project
CSIT,85,75,web developer,Course,web development toolsuser interfacefrontend web developmenthtml and cssresponsive web design,Computer Science,Introduction to Front-End Development
ECE,75,75,iot developer,Course,sas studioimport datareportsprepare datasas programs,Data Science,Getting Started with SAS Programming
CSIT,85,85,web developer,Course,emotional intelligenceselfawarenessinclusive leadershipcommunicationdiversity business,Social Sciences,Inclusive Leadership: The Power of Workplace Diversity
CSME,85,85,automation engineer,Specialization,arduino python programming internet of things iot raspberry pi microcontroller embedded system design wireshark c programming debugging computer programming application programming interfaces api,Physical Science and Engineering,An Introduction to Programming the Internet of Things (IOT) Specialization
CS,85,95,data scientist,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,Data Visualization with R
CS,85,95,data scientist,Specialization,data analysis apache spark delta lake sql data science sqlite ab testing query string predictive analytics presentation skills creating metrics exploratory data analysis,Data Science,Learn SQL Basics for Data Science Specialization
IT,75,85,software engineer,Specialization,describe how to work with relational data on azure describe core data concepts describe how to work with nonrelational data on azure describe an analytics workload on azure microsoft azure data management data storage data concepts database dbms nosql sql relational data,Data Science,Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization
CSIT,85,85,web developer,Specialization,cascading style sheets css html javascript sql django web framework hypertext transfer protocol http django template language get post objectoriented programming oop crosssite scripting forgery csrf user authentication sessions and cookies,Computer Science,Django for Everybody Specialization
