Branch,Percentage_10th,Percentage_12th,Course Type,Skills,Category,Skills_Count,Academic_Score
CSIT,75,85,Course,statistical analysispython programmingeffective communicationstatistical hypothesis testingprobability distribution,Data Science,7,81.0
CS,75,75,Course,data analysistableau softwaredata virtualizationdata visualization dataviz,Data Science,6,75.0
CS,85,85,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,85.0
ECE,85,75,Course,nursinghealthcaredebriefinginacsl standardsclinical simulation,Health,3,79.0
CSIT,75,75,Course,data sciencer programmingdata visualization datavizlinear regressionexploratory data analysis,Data Science,8,75.0
ECE,85,85,Specialization,understand the various policy approaches involved in the transition to a low carbon economy including in particular cap trade carbon markets learn to assess how climate change impacts financial portfolios and and how to manage climate risk in equity portfolios understand how climate change risks impact corporate decisions and company value understand the instruments investment funds and solutions used to finance clean technologies and clean energy understanding the evidence for climate change and for its anthropogenic origin understand the likely impacts on the real economy of the different courses of actions ahead of us evaluate projects on a portfolio basis the economic attractiveness of various abatement projects assess critically the economic desirability of different technologically feasible abatement technologies understand how climate change risk exposure affects corporate decisions and value map the financial risks and opportunities of climate change understand the instruments investment funds and solutions to finance clean technologies and clean energy assess how climate change impacts financial intermediaries and systemic risks,Business,162,85.0
CSIT,85,85,Course,deep learningartificial intelligence aimachine learningreinforcement learningmachine learning model lifecycle,Data Science,9,85.0
CS,85,95,Course,data scienceapache sparkdelta lakesql,Data Science,4,91.0
CSIT,85,95,Specialization,github machine learning r programming regression analysis data science rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,22,91.0
ECE,75,75,Course,vectorsfilesstringsccomputer science,Computer Science,2,75.0
ECE,85,95,Specialization,communication spreadsheet software collaboration,Information Technology,4,91.0
CSIT,85,85,Course,data scienceethicsalgorithmsprivacyphilosophy,Data Science,2,85.0
ECE,85,85,Course,explainable aifairness indicatorsautomlmodel performance analysisprecomputing predictions,Data Science,6,85.0
CSIT,85,85,Course,react javascript librarydata managementapplication developmentrest apis,Computer Science,6,85.0
IT,85,85,Course,data sciencedata analysissqlitesql,Data Science,3,85.0
CS,85,95,Professional Certificate,information security analystit security analystsecurity analystjunior cybersecurity analyst,Information Technology,8,91.0
IT,75,75,Specialization,big data neoj mongodb apache spark apache hadoop mapreduce cloudera data model data modeling data management splunk machine learning concepts,Data Science,20,75.0
ECE,85,95,Course,artificial neural networktensorflowextraction transformation and loading etldata pipelinestensorflow datasets,Computer Science,9,91.0
ECE,75,75,Course,understand operational risk key risk indicators krisunderstand operational risk scenario analysiscalculate operational risk capital,Business,14,75.0
CSIT,75,75,Specialization,programming principles python programming java programming data structure computer programming python tools python syntax and semantics data science python libraries data analysis data visualization dataviz java tools,Computer Science,27,75.0
ECE,75,75,Course,graph theoryalgorithmspython programminggraph algorithms,Computer Science,4,75.0
ECE,75,95,Course,data sciencemachine learningr programmingnatural language processing,Data Science,6,87.0
CS,85,95,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,91.0
CSIT,85,85,Specialization,data science spreadsheet microsoft excel data analysis data visualization dataviz pivot table ibm cognos analytics dashboard,Data Science,16,85.0
IT,85,75,Specialization,web development cascading style sheets css html javascript responsive web design web design web accessibility html style sheets document object model dom bootstrap frontend framework,Computer Science,25,79.0
CSIT,85,85,Course,statisticsbinomial distributiondata analysiscausality,Business,3,85.0
ECE,85,75,Course,risk managementfinancial riskleadership and financial risk estimation and managementregulations,Business,9,79.0
CSIT,85,85,Course,react javascript librarydata managementapplication developmentrest apis,Computer Science,6,85.0
ECE,85,75,Specialization,leadership lean startup plan entrepreneurship,Business,5,79.0
ECE,85,95,Course,python programmingnumpypandasdata cleansing,Data Science,3,91.0
ECE,85,95,Specialization,managing machine learning production systems deployment pipelines model pipelines data pipelines machine learning engineering for production humanlevel performance hlp concept drift model baseline project scoping and design ml deployment challenges ml metadata convolutional neural network,Data Science,35,91.0
MCA,85,65,Course,data warehousingmaterialized viewdata warehousesql,Data Science,4,73.0
CS,85,95,Specialization,threat intelligence digital forensics data breach cybersecurity analyst computer security incident management scripting forensics penetration test cybersecurity application security network defensive tactics security analyst,Information Technology,24,91.0
ECE,85,85,Course,management consultingbenchmarkingbusiness strategyconsultingindustry analysis,Business,4,85.0
MCA,75,65,Course,data analysisbusiness analysisbusiness analyticsbusiness process,Data Science,5,69.0
CSIT,85,85,Course,binary treealgorithm designpython programminggraphscomputer programming,Computer Science,5,85.0
CSIT,85,85,Course,python programmingdata virtualizationdata visualization datavizmatplotlib,Data Science,5,85.0
CSIT,85,85,Course,treatment effect estimationmachine learning interpretationrandom forestnatural language entity extractionquestionanswering,Data Science,9,85.0
CS,85,95,Course,tuplepython programmingdebugginglist label,Computer Science,3,91.0
IT,85,85,Course,cloud platformscloud applicationskubernetescloud computing,Information Technology,4,85.0
CS,85,85,Course,python programmingmachine learning ml algorithmsmachine learningscikitlearn,Data Science,6,85.0
CS,85,95,Specialization,big data neoj mongodb apache spark apache hadoop mapreduce cloudera data model data modeling data management splunk machine learning concepts,Data Science,20,91.0
ECE,85,85,Course,sports marketingmarketing by mediummarketingeducational entertainment,Business,5,85.0
CSIT,85,85,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,85.0
ECE,85,95,Course,software developmentagile managementprogram evaluation and review technique pertagile software development,Computer Science,10,91.0
ECE,75,75,Professional Certificate,sales developmentinterviewingsalestime managementcold calling,Business,4,75.0
CS,85,85,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,5,85.0
CSIT,85,85,Specialization,github machine learning r programming regression analysis data science rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,22,85.0
CSIT,85,85,Specialization,web development cascading style sheets css html javascript responsive web design web design web accessibility html style sheets document object model dom bootstrap frontend framework,Computer Science,25,85.0
ECE,85,85,Specialization,statistical thinking survival analysis logistic regression data analysis with r linear regression run basic analyses in r r programming understand common data distributions and types of variables formulate a scientific hypothesis correlation and dependence understand common ways to choose what predictors go into a regression model run and interpret kaplanmeier curves in r,Health,53,85.0
ECE,85,75,Course,information technologycustomer serviceticketing systemsservice level agreementstechnical support,Information Technology,7,79.0
CSIT,85,85,Course,web designweb accessibilityhtmlhtml,Computer Science,3,85.0
ECE,75,95,Course,hypertext preprocessor phphtmlcascading style sheets css,Computer Science,6,87.0
CSIT,85,75,Course,user authenticationsessions and cookiesonetomany modelsdata validationdjango web framework,Computer Science,8,79.0
CS,85,95,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,10,91.0
IT,75,75,Specialization,storyboarding map tableau software data visualization dataviz data virtualization visualization computer graphics data analysis visual analytics interactive visualization,Data Science,18,75.0
IT,85,85,Course,data sciencegithubpython programmingjupyter notebooksrstudio,Data Science,4,85.0
CSIT,85,85,Course,strategic managementstrategic thinkingstrategic planningbusiness strategy,Business,5,85.0
ECE,85,75,Course,product managementmarketingbrand managementtouchpoint,Business,3,79.0
MCA,75,65,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,69.0
CSIT,85,95,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,91.0
ECE,85,85,Course,document object model domjavascriptweb development,Computer Science,5,85.0
CSIT,85,85,Course,probabilitycentral limit theoremcontinuous random variablesbayes theoremdiscrete random variables,Data Science,8,85.0
ECE,85,85,Course,agile software developmentlinuxembedded systems,Computer Science,4,85.0
CSIT,85,85,Course,ml metadataconvolutional neural networktensorflow extended tfxdata validationdata transformation,Data Science,8,85.0
CS,85,85,Specialization,data structure problem solving java programming objectoriented programming oop logic programming sorting algorithm trees data structures linked list binary tree graphs search algorithm graph algorithms,Computer Science,25,85.0
ECE,75,95,Specialization,use qualitative and quantitative research methodologies manage the development and use of different research instruments analyse and interpret data develop a research proposal familiarise with the essentials of market research identify and formulate the research needs understand the research process reflect on the development of the research proposal collect primary and secondary data adopt different sampling approaches evaluate different data collection approaches refine research instruments,Business,65,87.0
CSIT,85,75,Course,react javascript libraryreactapplication developmentmobile development,Computer Science,5,79.0
ECE,85,85,Course,directory servicelightweight directory access protocol ldapbackup,Information Technology,6,85.0
ECE,85,95,Course,accountingfinancial ratiofinancial statementfinance,Business,3,91.0
CSIT,85,85,Course,human resources hrincentivecompensation and benefits,Business,5,85.0
ECE,85,75,Specialization,describe fundamental principles of machine learning on azure describe ai workloads and considerations describe features of conversational ai workloads on azure describe features of computer vision workloads on azure describe features of natural language processing nlp workloads on azure artificial intelligence ai microsoft azure machine learning computer vision natural language processing test preparation,Data Science,53,79.0
CS,85,95,Course,data analysispredictive analyticsdata visualization datavizdata architecturecoding,Data Science,6,91.0
CSIT,85,85,Course,financial accountingaccountingfinancial statementbalance sheet,Business,4,85.0
ECE,85,85,Course,materialsproduct developmentnew product developmenthumancomputer interaction,Business,5,85.0
CSIT,85,85,Course,data sciencedata analysismachine learning,Data Science,4,85.0
CSIT,85,85,Specialization,leadership lean startup plan entrepreneurship,Business,5,85.0
ECE,85,75,Course,user researchheuristic evaluationuser interface design ui designuser interface,Computer Science,8,79.0
CSIT,85,85,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,10,85.0
MCA,75,65,Specialization,data analysis microsoft excel data visualization dataviz presentation datainformed decisionmaking big data pivot table data cleansing dashboard business data virtualization communication presentation design,Business,23,69.0
CS,65,65,Specialization,machine learning regression machine learning classification machine learning unsupervised learning exploratory data analysis artificial intelligence ai feature engineering statistical hypothesis testing regression analysis supervised learning linear regression ridge regression,Data Science,29,65.0
ECE,85,75,Professional Certificate,projektmanagementstrategisches denkenveränderungsmanagementkarriereentwicklungorganisationskulturstakeholdermanagementbusiness writingprojektchartaaufgabenschätzungprojektplanungrisikomanagementbeschaffungprojektabwicklungqualitätsmanagement problemlösung scrum agiles management einflussnahme coachingproblemlösungeffektive kommunikation,Business,10,79.0
ECE,85,75,Course,deep learningapplication programming interfaces apiartificial intelligence aimachine learningwatson,Data Science,8,79.0
MCA,65,50,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,56.0
MCA,75,65,Specialization,agile leadership agile management scrum software development change management project management,Business,11,69.0
ECE,85,85,Course,suffix treesuffix arrayknuthmorrispratt kmp algorithmalgorithms on strings,Computer Science,7,85.0
CSIT,75,75,Course,data sciencemethodologycrispdmdata analysisdata mining,Data Science,4,75.0
CSIT,85,85,Specialization,bash unix shell database dbms web application python programming sql vim pandas visual studio code data structure data management linux web scraping,Information Technology,22,85.0
CS,85,85,Course,statistical data bias detectionmulticlass classification with fasttext and blazingtextdata ingestionexploratory data analysisautomated machine learning automl,Data Science,15,85.0
CS,85,95,Specialization,data science spreadsheet microsoft excel data analysis data visualization dataviz pivot table ibm cognos analytics dashboard,Data Science,16,91.0
IT,85,75,Project,postgresqlkubernetescloud sql,Data Science,2,79.0
CS,85,85,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,85.0
CS,75,85,Course,data analysispython programmingdatabase dbmsdata visualization dataviz,Data Science,6,81.0
CS,85,95,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,91.0
ECE,85,75,Specialization,github machine learning r programming regression analysis data science rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,22,79.0
ECE,85,75,Course,change managementcommunicationmanagementcommunications management,Business,3,79.0
IT,85,75,Specialization,storyboarding map tableau software data visualization dataviz data virtualization visualization computer graphics data analysis visual analytics interactive visualization,Data Science,18,79.0
IT,85,85,Specialization,cloud platforms cloud api machine learning cloud databases cloud computing github devops,Information Technology,12,85.0
CSIT,85,85,Course,press releasepublic relationsbrandinginfluencers,Business,3,85.0
CS,85,85,Specialization,artificial neural network convolutional neural network tensorflow recurrent neural network transformers deep learning backpropagation python programming neural network architecture mathematical optimization hyperparameter tuning inductive transfer,Data Science,25,85.0
ECE,75,75,Specialization,emergency medicine emergency medical technician emt trauma dentures foams toe decontamination infant ingestion listening emergency,Health,15,75.0
IT,75,75,Specialization,describe how to work with relational data on azure describe core data concepts describe how to work with nonrelational data on azure describe an analytics workload on azure microsoft azure data management data storage data concepts database dbms nosql sql relational data,Data Science,42,75.0
CSIT,85,95,Course,logistic regressionr programming,Health,3,91.0
CSIT,85,85,Specialization,data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,23,85.0
IT,85,85,Specialization,cloud platforms cloud storage google cloud platform google compute engine google app engine gae cloud computing mysql cloud sql sql operations database dbms data management postgresql,Information Technology,26,85.0
ECE,85,85,Course,natural language toolkit nltktext miningpython programmingnatural language processing,Data Science,8,85.0
IT,75,85,Specialization,web interactivty jquery data manipulation javascript animations,Computer Science,7,81.0
CSIT,85,85,Course,testdriven developmentjavascriptfrontend web developmentobjectoriented programming oop,Computer Science,6,85.0
IT,85,75,Course,data analysismysqlteradatasql,Data Science,2,79.0
CSIT,85,85,Course,video game developmentc sharp c programming languageunity user interfacegame programming,Computer Science,10,85.0
CSIT,75,75,Specialization,data science decision support system health informatics health care informatics health digital health decision analysis information technology planning strategic leadership knowledge acquisition decision tree,Health,24,75.0
CSIT,85,75,Specialization,data science github python programming jupyter notebooks rstudio data analysis pandas numpy probability and statistics regression analysis data visualization dataviz statistical hypothesis testing,Data Science,23,79.0
CSIT,75,75,Course,decisionmakingchange managementhuman resources hr,Business,4,75.0
ECE,85,75,Course,ethicsactive listeningpublic healthcontact tracingepidemiology,Health,4,79.0
CS,85,95,Specialization,geographic information system gis satellite imagery analysis model building spatial visualization spatial analysis data analysis data visualization dataviz software analytics workflow data management,Data Science,23,91.0
ECE,75,75,Professional Certificate,einvoicing eway billgst technicalgst compliances return filinggst lawregistration reconciliation,Business,9,75.0
CSIT,85,75,Course,web servicemicroservicesrepresentational state transfer restserviceoriented architecture,Computer Science,6,79.0
ECE,85,95,Specialization,matlab data analysis objectoriented programming oop image processing computer programming problem solving programming language,Computer Science,14,91.0
CS,85,75,Course,credit analysisfinancial analysiscredit risk,Business,4,79.0
CSIT,85,95,Specialization,scala programming parallel computing apache spark functional programming recursion immutable data types higherorder function laziness type class referential transparency reactive programming data structure,Computer Science,23,91.0
CS,85,85,Course,data analysisdebuggingr programmingrstudio,Data Science,3,85.0
CSIT,85,75,Course,data sciencestatistical analysisr programmingdata analysisdata visualization dataviz,Data Science,7,79.0
ECE,75,75,Course,graphsunsupervised learningautoencoderdeep learning,Data Science,3,75.0
CSIT,85,85,Course,data managementspreadsheetmicrosoft excelproblem solvingreal world,Computer Science,5,85.0
CSIT,85,85,Specialization,web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,Computer Science,26,85.0
CSIT,75,75,Course,strategic thinkingdesign thinkinginnovation managementdesign managementinnovation,Business,5,75.0
CS,75,75,Course,data sciencedata analysismachine learningproject,Data Science,4,75.0
CS,85,85,Course,data sciencer programming,Data Science,3,85.0
MCA,75,65,Course,hypertext preprocessor phphtmlcascading style sheets css,Computer Science,6,69.0
CS,85,95,Course,bond valuationfinancial marketsfinanceinvestment,Business,3,91.0
ECE,85,75,Course,natural language toolkit nltktext miningpython programmingnatural language processing,Data Science,8,79.0
ECE,85,75,Course,java toolsunit testingjava programmingobjectoriented programming oopjava syntax,Computer Science,7,79.0
CSIT,85,85,Course,data managementcloud integrationdata securityautomationcloud computing,Business,5,85.0
IT,85,85,Course,cloud storagenetwork troubleshootingnetwork architecturenetworking hardwarewireless networks,Information Technology,6,85.0
CS,85,85,Course,workflow of machine learning projectsai terminologyai strategyworkflow of data science projects,Business,11,85.0
CS,85,95,Specialization,personal finance budget debt management plan money retirement financial planning business credit score taxes goal setting saving money setting financial goals paying for college,Business,24,91.0
CSIT,85,85,Course,google compute enginevirtual machinenetwork architecturegoogle cloud platform,Information Technology,7,85.0
IT,85,75,Professional Certificate,linuxcloud hostingweb developmentbash unix shellpython programmingapplication programming interfaces apicomputer programmingdjango web framework,Computer Science,12,79.0
MCA,65,50,Specialization,data analysis microsoft excel data visualization dataviz presentation datainformed decisionmaking big data pivot table data cleansing dashboard business data virtualization communication presentation design,Business,23,56.0
ECE,85,85,Specialization,data science internet of things iot deep learning apache spark statistics machine learning long shortterm memory istm,Data Science,17,85.0
CS,85,85,Course,evaluation designvisualizing data with altairusercentered design create basic visualizations that match data and user needstask analysis define elements of a data analysis andor communication problem,Data Science,25,85.0
CSIT,85,95,Specialization,data clustering algorithms text mining data visualization dataviz data mining data visualization software tableau software data virtualization information retrieval ir document retrieval machine learning recommender systems probabilistic models,Data Science,28,91.0
CSIT,75,75,Course,business intelligencedata analysisdata visualization datavizmicrostrategy,Data Science,5,75.0
CS,85,85,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,85.0
ECE,85,95,Course,data sciencemachine learningr programmingnatural language processing,Data Science,6,91.0
CS,85,85,Course,data analysismysqlteradatasql,Data Science,2,85.0
CSIT,85,85,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,13,85.0
MCA,75,65,Specialization,programming principles python programming java programming data structure computer programming python tools python syntax and semantics data science python libraries data analysis data visualization dataviz java tools,Computer Science,27,69.0
ECE,75,95,Specialization,json database dbms natural language processing sql,Computer Science,7,87.0
CSIT,85,85,Course,resource managementengineering managementbusiness communicationteam managementproject management,Business,6,85.0
CS,85,85,Specialization,data science internet of things iot deep learning apache spark statistics machine learning long shortterm memory istm,Data Science,17,85.0
ECE,85,85,Course,gotomarket strategyproductmarket fittech leadershipbb salesproduct management,Business,6,85.0
CS,85,75,Specialization,data clustering algorithms machine learning classification algorithms decision tree python programming machine learning concepts deep learning linear regression ridge regression lasso statistics regression analysis logistic regression,Data Science,26,79.0
MCA,85,85,Course,cloud databasespython programmingjupyter notebooksrelational database management system rdbmssql,Data Science,8,85.0
CSIT,85,85,Course,use linkedin campaign manager to optimize bb advertising campaignsset up a youtube channeluse ads manager to create and optimize twitter adsuse social selling tactics to connect and engage with prospectsbuild a personal brand on linkedin,Business,35,85.0
MCA,85,85,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,85.0
CS,85,85,Project,cloud computing securitydatabase dbmsgoogle cloud platform,Information Technology,6,85.0
CS,85,85,Course,data clustering algorithmstext miningprobabilistic modelssentiment analysis,Data Science,6,85.0
CSIT,85,75,Course,web designfrontend web developmentuser experience uxaccessibility,Computer Science,6,79.0
CSIT,85,95,Course,data analysiscommunicationinterpretationexploratory data analysis,Business,4,91.0
CSIT,85,85,Specialization,cascading style sheets css html javascript sql django web framework hypertext transfer protocol http django template language get post objectoriented programming oop crosssite scripting forgery csrf user authentication sessions and cookies,Computer Science,31,85.0
ECE,85,75,Course,algorithmsrandomized algorithmsorting algorithmdivide and conquer algorithms,Computer Science,6,79.0
IT,85,85,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,4,85.0
CSIT,85,75,Course,data manipulationregular expression regexr programmingdata cleansing,Data Science,6,79.0
CS,85,95,Specialization,cascading style sheets css html javascript sql django web framework hypertext transfer protocol http django template language get post objectoriented programming oop crosssite scripting forgery csrf user authentication sessions and cookies,Computer Science,31,91.0
ECE,75,95,Course,data clustering algorithmsdata analysisnatural language processingdata mining,Data Science,7,87.0
CSIT,85,75,Specialization,bash unix shell database dbms web application python programming sql vim pandas visual studio code data structure data management linux web scraping,Information Technology,22,79.0
CSIT,85,85,Course,usability testingcontinuous deliveryhypothesisdriven developmentlean startup,Computer Science,5,85.0
CSIT,85,85,Course,htmljavascriptcss frameworkscascading style sheets css,Computer Science,5,85.0
ECE,85,85,Course,shell scriptc programminglinuxembedded systems,Computer Science,4,85.0
MCA,85,85,Specialization,aws identity and access management networking on aws aws management console cloud computing aws security aws information privacy cloud management security cloud applications aws lambda amazon lex,Information Technology,27,85.0
CSIT,85,85,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,5,85.0
ECE,85,85,Course,internetinternet of things iotwirelessfront and back ends,Computer Science,7,85.0
CSIT,85,95,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,91.0
ECE,75,75,Course,herbal preparationsintegrative caresymptom managementbotanical safetyevidencebased practice,Health,6,75.0
ECE,75,75,Course,marketingpricing strategiesbusiness strategypricingstrategic management,Business,4,75.0
IT,85,85,Project,cloud computing securitydatabase dbmsgoogle cloud platform,Information Technology,6,85.0
CS,85,95,Course,machine learning conceptsknimemachine learningapache spark,Data Science,5,91.0
IT,85,85,Course,data analysismysqlteradatasql,Data Science,2,85.0
CSIT,85,75,Course,react javascript librarydata managementapplication developmentrest apis,Computer Science,6,79.0
CSIT,85,95,Course,web development toolsuser interfacefrontend web developmenthtml and cssresponsive web design,Computer Science,10,91.0
CSIT,75,75,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,29,75.0
ECE,85,85,Specialization,microsoft azure cloud computing cloud computing security artificial intelligence ai internet of things iot application design cloud governance strategy test preparation,Computer Science,21,85.0
CS,85,85,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,85.0
ECE,85,95,Specialization,smart contract ethereum blockchains solidity cryptography bitcoin cryptocurrency blockchain remix ide metamask client decentralized applications truffle ide,Computer Science,17,91.0
ECE,85,85,Specialization,easing pain and suffering health management palliative care communication patient care,Health,11,85.0
CS,85,95,Course,data sciencemachine learningr programmingnatural language processing,Data Science,6,91.0
CSIT,75,75,Specialization,bioinformatics statistics data science computational biology biopython python programming genomics bioinformatics algorithms algorithms algorithms on strings samtools unix,Data Science,18,75.0
CS,85,95,Course,data analysispython programmingdatabase dbmsdata visualization dataviz,Data Science,6,91.0
MCA,75,65,Course,web designweb accessibilityhtmlhtml,Computer Science,3,69.0
CS,75,85,Course,data visualization softwaretableau softwaredata virtualizationdata visualization dataviz,Data Science,7,81.0
CSIT,85,75,Course,web designstyle sheetscascading style sheets cssweb development,Computer Science,7,79.0
ECE,85,85,Course,user experience uxusability testingux researchprototypeuser experience design uxd,Computer Science,8,85.0
IT,85,75,Specialization,programming principles python programming java programming data structure computer programming python tools python syntax and semantics data science python libraries data analysis data visualization dataviz java tools,Computer Science,27,79.0
IT,85,85,Course,cloud databasespython programmingjupyter notebooksrelational database management system rdbmssql,Data Science,8,85.0
MCA,85,65,Course,data analysispython programmingdatabase dbmsdata visualization dataviz,Data Science,6,73.0
CSIT,75,75,Specialization,devops python programming nodejs html and css cloud applications cloud native iaas paas saas hybrid multicloud cloud computing cascading style sheets css html git software,Information Technology,25,75.0
MCA,85,65,Project,postgresqlkubernetescloud sql,Data Science,2,73.0
IT,75,85,Course,data sciencegithubpython programmingjupyter notebooksrstudio,Data Science,4,81.0
CS,85,85,Course,data sciencemachine learningr programmingnatural language processing,Data Science,6,85.0
CSIT,75,75,Course,data sciencespreadsheetmicrosoft exceldata analysispivot table,Data Science,5,75.0
ECE,85,85,Course,computer programmingc programminglinux,Computer Science,3,85.0
CS,85,95,Specialization,big data neoj mongodb apache spark apache hadoop mapreduce cloudera data model data modeling data management splunk machine learning concepts,Data Science,20,91.0
IT,75,85,Course,statisticsr programmingrstudioexploratory data analysis,Data Science,4,81.0
ECE,85,85,Specialization,machine learning github r programming regression analysis data visualization dataviz statistics statistical inference statistical hypothesis testing model selection generalized linear model linear regression random forest,Data Science,25,85.0
ECE,75,75,Course,cryptocurrencydecentralization algorithmsconsensus algorithmsblockchainblockchain as a business solution,Business,7,75.0
CSIT,85,85,Course,data sciencedatabase dbmsnosqlsql,Information Technology,3,85.0
MCA,75,65,Course,data analysisdebuggingr programmingrstudio,Data Science,3,69.0
ECE,85,85,Specialization,decision trees artificial neural network logistic regression recommender systems linear regression regularization to avoid overfitting gradient descent supervised learning logistic regression for classification xgboost tensorflow tree ensembles,Data Science,27,85.0
ECE,85,85,Course,data sciencemachine learningr programmingnatural language processing,Data Science,6,85.0
IT,75,85,Course,web development toolsuser interfacefrontend web developmenthtml and cssresponsive web design,Computer Science,10,81.0
CSIT,85,85,Specialization,pentaho data visualization dataviz data warehouse sql database db design entityrelationship er model database dbms extraction transformation and loading etl data integration data warehousing materialized view business intelligence,Data Science,28,85.0
MCA,85,65,Course,data sciencedata analysissqlitesql,Data Science,3,73.0
MCA,65,50,Course,data sciencespreadsheetmicrosoft exceldata analysisdata visualization dataviz,Data Science,6,56.0
IT,85,75,Professional Certificate,cloud nativedevopsiaas paas saashybrid multicloudcloud computingcascading style sheets csshtmlgit softwarejavascriptcloud applicationsdistributed version control drcsopen sourceversion control systemsgithubweb developmentuser interfacereact web frameworkfrontend developmentbackend developmentserverside javascriptexpresscomputer sciencedata sciencepython programmingdata analysispandasnumpyartificial intelligence aiweb applicationapplication developmentflaskdjango web frameworkdatabase dbmssqlkubernetesdockercontainersopenshiftswaggerserverlessmicroservicesrepresentational state transfer restibm code enginenodejs,Information Technology,40,79.0
CSIT,85,85,Course,ux and uireact web frameworkgithubfigmasql,Computer Science,5,85.0
MCA,75,65,Course,data warehousingmicrostrategydata warehousesql,Data Science,3,69.0
ECE,85,95,Specialization,trade marketing marketing brand management pricing strategies product management touchpoint business strategy pricing strategic management retailing marketing mix retail management,Business,20,91.0
ECE,85,95,Course,react javascript libraryreactapplication developmentmobile development,Computer Science,5,91.0
CSIT,85,85,Course,variable pricingmarketinghospital managementhotel management,Business,4,85.0
IT,85,85,Course,cloud nativedevopsiaas paas saashybrid multicloudcloud computing,Information Technology,6,85.0
ECE,85,85,Course,familiarise with the essentials of market researchidentify and formulate the research needsunderstand the research processreflect on the development of the research proposal,Business,22,85.0
CS,85,95,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,10,91.0
CSIT,85,85,Course,machine learninglinear equationeigenvalues and eigenvectorslinear algebradeterminants,Computer Science,6,85.0
CSIT,75,75,Course,data sciencedeep learningmachine learningbig datadata mining,Data Science,6,75.0
CS,85,95,Course,data visualization softwaretableau softwaredata virtualizationdata visualization dataviz,Data Science,7,91.0
CS,85,75,Course,pharmacy healthcare organization operationspublic health and wellness healthcare organization operationsmedical healthcare organization operationshealthcare administrationdental healthcare organization operations,Health,17,79.0
CSIT,85,85,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,85.0
MCA,85,65,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,73.0
CSIT,85,85,Specialization,digital marketing marketing pricing strategies marketing mix product strategies data collection analytics data analysis data visualization dataviz marketing analytics marketing performance marketing channel,Business,23,85.0
ECE,75,75,Course,devopsnosqlgit softwarecloud infrastructurejson,Computer Science,3,75.0
CS,85,95,Specialization,security management network security risk management security governance computer security incident management security vulnerabilities and treatments threats to cybersecurity cybersecurity terminology cybersecurity program elements cybersecurity planning cybersecurity performance measurement risk identification,Information Technology,31,91.0
MCA,65,50,Course,data sciencespreadsheetmicrosoft exceldata analysisdata visualization dataviz,Data Science,6,56.0
ECE,85,75,Course,statisticsdata analysispython programmingdata visualization dataviz,Data Science,5,79.0
IT,75,75,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,29,75.0
